plot,genus,species,a4,a2,a-cover,a-alpha,b4,b2,b-cover,b-alpha,c4,c2,c-cover,c-alpha,d4,d2,d-cover,d-alpha
17,Euonymus,obovatus,,,,0,1,,2,1,,,,0,1,,2,1
17,Impatiens,capensis,,,,0,1,,2,1,,,,0,,,,0
17,Viola,canadensis,,,,0,1,,2,1,2,,2,1,,,,0
17,Cardamine,rhomboidea,,,,0,1,,2,1,,,,0,,,,0
17,Solidago,gigantea,,,,0,1,,1,1,,,,0,,,,0
17,Poa,sp.,,,,0,1,,2,1,3,,2,1,,,,0
17,BARBAREA,VERNA,,,,0,1,,2,1,,,,0,,,,0
17,Arisaema,triphyllum,,,,0,1,,2,1,2,,2,1,1,,1,1
17,Carex,laxiculmis,,,,0,1,,2,1,,,,0,,,,0
17,Senecio,obovatus,,,,0,1,,2,1,,,,0,,,,0
17,Ranunculus,recurvatus,,,,0,1,,1,1,,,,0,,,,0
17,Dryopteris,carthusiana,,,,0,1,,2,1,,,,0,,,,0
17,Amelanchier,sp.,,,,0,,,,0,,2,2,1,,,,0
17,Leersia,virginica,,,,0,1,,2,1,,,,0,,,,0
17,Ranunculus,abortivus,,,,0,1,,1,1,,,,0,,,,0
17,Polygonatum,pubescens,,,,0,,,,0,1,,2,1,2,,3,1
17,Hamamelis,virginiana,,,,0,,,,0,,,,0,2,2,2,1
17,Anemonella,thalictroides,,,,0,,,,0,,,,0,1,,2,1
17,Tilia,americana,,,,0,,,,0,,,,0,1,,2,1
17,ROSA,MULTIFLORA,,,,0,,,,0,,,,0,1,,1,1
17,Podophyllum,peltatum,,,,0,,,,0,,,,0,1,,1,1
17,Carya,sp.,,,,0,,,,0,,,,0,1,,1,1
18,Allium,canadense,3,4,5,1,4,2,4,1,4,4,3,1,2,4,4,1
18,Euonymus,obovatus,2,2,2,1,1,,2,1,3,,2,1,4,2,2,1
18,Asteraceae,spp.,2,4,2,1,3,2,2,1,2,,2,1,2,3,2,1
18,Erythronium,americanum,2,,4,1,4,,5,1,,3,2,1,,,,0
18,Moss,sp.,,4,4,1,1,,5,1,,4,2,1,2,,3,1
18,RANUNCULUS,FICARIA,,3,2,1,,3,2,1,4,3,4,1,,,,0
18,Prenanthes,sp.,,2,2,1,1,,2,1,,,,0,,,,0
18,Cardamine,concatenata,,2,1,1,,,,0,,,,0,,,,0
18,BERBERIS,THUNBERGII,1,,2,1,1,,2,1,,2,2,1,1,,1,1
18,Lysimachia,ciliata,1,,1,1,,,,0,,,,0,,,,0
18,Polygonatum,pubescens,1,,2,1,1,,2,1,,,,0,,,,0
18,Prunus,serotina,1,,1,1,3,,2,1,,,,0,,,,0
18,Prunus,virginiana,1,,2,1,,2,2,1,1,,3,1,,,,0
18,Fagus,grandifolia,,,,0,2,,1,1,,,,0,,,,0
18,Picea,sp.,,,,0,1,,1,1,,,,0,,,,0
18,ROSA,MULTIFLORA,,,,0,1,,2,1,,2,2,1,2,,2,1
18,Arisaema,triphyllum,,,,0,1,,2,1,3,,2,1,,2,2,1
18,Acer,sp.,,,,0,,,,0,3,,2,1,2,,2,1
18,ALLIARIA,PETIOLATA,,,,0,,,,0,3,,2,1,,,,0
18,Acer,negundo,,,,0,,,,0,3,,1,1,,,,0
18,LONICERA,MORROWII,,,,0,,,,0,2,,1,1,,,,0
18,Maianthemum,racemosum,,,,0,,,,0,2,,1,1,1,,1,1
18,LIGUSTRUM,VULGARE,,,,0,,,,0,,2,2,1,,2,2,1
18,Polygonatum,biflorum,,,,0,,,,0,1,,2,1,1,,2,1
18,Allium,tricoccum,,,,0,,,,0,1,,2,1,,,,0
18,Unknown,monocot,,,,0,,,,0,1,,2,1,,,,0
18,Unknown,dicot,,,,0,,,,0,,,,0,4,,2,1
18,EUONYMUS,FORTUNEI,,,,0,,,,0,,,,0,2,,1,1
18,Vitis,sp.,,,,0,,,,0,,,,0,,2,1,1
18,Crataegus,sp.,,,,0,,,,0,,,,0,,2,1,1
19,Erythronium,americanum,4,4,6,1,3,2,3,1,4,4,5,1,3,4,6,1
19,Fraxinus,sp.,3,,2,1,2,,2,1,,2,2,1,2,,2,1
19,Prenanthes,sp.,2,,2,1,,,,0,1,,2,1,2,2,3,1
19,Arisaema,triphyllum,2,2,2,1,1,,2,1,2,2,3,1,2,3,2,1
19,Cardamine,concatenata,2,,3,1,3,,2,1,3,,2,1,2,,2,1
19,Prunus,serotina,2,,2,1,3,,2,1,2,,2,1,2,4,3,1
19,Euonymus,obovatus,2,2,2,1,2,3,2,1,1,,2,1,,,,0
19,Carpinus,caroliniana,2,,1,1,,,,0,1,,2,1,,2,2,1
19,Podophyllum,peltatum,,3,5,1,4,2,8,1,3,2,4,1,2,2,6,1
19,Maianthemum,canadense,1,,1,1,,,,0,,,,0,1,,2,1
19,Viburnum,acerifolium,1,,2,1,1,,2,1,,,,0,,2,2,1
19,Carex,sp.,1,,2,1,,,,0,,,,0,,,,0
19,Carex,laxiculmis,,,,0,1,,2,1,1,,2,1,,,,0
19,Polygonum,virginianum,,,,0,1,,2,1,,,,0,,,,0
19,LIGUSTRUM,VULGARE,,,,0,1,,2,1,1,,3,1,,,,0
19,Moss,sp.,,,,0,1,,3,1,4,,3,1,2,,2,1
19,Crataegus,sp.,,,,0,,,,0,2,,1,1,,,,0
19,Geranium,maculatum,,,,0,,,,0,2,,2,1,,,,0
19,Acer,saccharum,,,,0,,,,0,,3,2,1,1,,2,1
19,Asteraceae,spp.,,,,0,,,,0,1,,1,1,,,,0
19,Acer,rubrum,,,,0,,,,0,1,,1,1,,,,0
19,ROSA,MULTIFLORA,,,,0,,,,0,1,,2,1,,,,0
19,Fagus,grandifolia,,,,0,,,,0,,,,0,3,,2,1
20,Acer,sp.,3,2,2,1,1,2,2,1,2,4,2,1,1,,2,1
20,Asteraceae,spp.,2,,3,1,2,4,6,1,3,3,3,1,4,3,3,1
20,Polygonum,virginianum,1,,2,1,,,,0,,,,0,,,,0
20,Geum,sp.,1,,2,1,,,,0,,,,0,1,,2,1
20,ROSA,MULTIFLORA,1,,2,1,,,,0,,,,0,,,,0
20,Unknown,monocot,1,,2,1,,,,0,,,,0,,,,0
20,Unknown,dicot,1,,2,1,,,,0,3,,2,1,,,,0
20,Allium,tricoccum,,2,1,1,1,,2,1,,,,0,,,,0
20,Moss,sp.,,4,2,1,2,4,4,1,4,3,4,1,,2,2,1
20,Ranunculus,sp.,,2,2,1,,,,0,,,,0,,,,0
20,Unknown,monocot,,2,2,1,1,,2,1,,4,2,1,,,,0
20,Arisaema,triphyllum,1,,2,1,,,,0,,,,0,,,,0
20,LIGUSTRUM,VULGARE,,,,0,2,,2,1,,,,0,,,,0
20,Polystichum,acrostichoides,,,,0,1,,2,1,,,,0,,,,0
20,ALLIARIA,PETIOLATA,,,,0,1,,2,1,2,,2,1,,,,0
20,Carex,sp.,,,,0,1,,2,1,,,,0,,,,0
20,Prunus,serotina,,,,0,,3,1,1,,,,0,,,,0
20,TARAXACUM,OFFICINALE,,,,0,,,,0,2,,2,1,,,,0
20,RANUNCULUS,REPENS,,,,0,,,,0,2,,2,1,,,,0
20,DUCHESNEA,INDICA,,,,0,,,,0,1,,2,1,4,,1,1
20,Cardamine,concatenata,,,,0,,,,0,,,,0,2,,2,1
20,EUONYMUS,ALATUS,,,,0,,,,0,,,,0,2,,1,1
20,Solidago,flexicaulis,,,,0,,,,0,,,,0,2,,1,1
20,Podophyllum,peltatum,,,,0,,,,0,,,,0,2,,2,1
20,Mertensia,virginica,,,,0,,,,0,,,,0,1,,1,1
20,Ulmus,sp.,,,,0,,,,0,,,,0,1,,2,1
20,Tussilago,farfara,,,,0,1,,1,1,,,,0,,2,2,1
20,Rubus,pensylvanicus,,,,0,,,,0,,,,0,,3,2,1
20,Acer,negundo,,,,0,,,,0,,,,0,1,,1,1
21,Podophyllum,peltatum,4,3,4,1,2,3,7,1,,3,3,1,1,,4,1
21,Erythronium,americanum,3,,3,1,3,3,2,1,1,,3,1,4,,4,1
21,Acer,saccharum,3,2,6,1,3,4,6,1,3,3,4,1,4,4,5,1
21,Quercus,sp.,3,,1,1,,,,0,,,,0,,,,0
21,Polygonatum,pubescens,2,,3,1,1,,2,1,,2,2,1,,2,3,1
21,Viburnum,acerifolium,2,,3,1,1,,2,1,1,,2,1,2,,2,1
21,Prenanthes,sp.,2,,2,1,,,,0,1,,2,1,1,,2,1
21,Polygonatum,biflorum,,2,3,1,1,,2,1,1,,2,1,2,2,3,1
21,Mitchella,repens,,2,2,1,1,,2,1,,,,0,,,,0
21,Fagus,grandifolia,,2,2,1,2,,2,1,2,,2,1,1,,2,1
21,Arisaema,triphyllum,1,,2,1,,,,0,,,,0,1,,2,1
21,Fraxinus,pennsylvanica,,,,0,2,,1,1,3,2,2,1,3,,2,1
21,Moss,sp.,,,,0,,,,0,2,,2,1,,2,2,1
21,Ostrya,virginiana,,,,0,,,,0,1,,1,1,2,,1,1
21,Prunus,serotina,,,,0,,,,0,,,,0,2,,2,1
21,Solidago,caesia,,,,0,,,,0,,,,0,1,,2,1
21,Unknown,fern,,,,0,,,,0,,,,0,1,,2,1
21,Impatiens,capensis,,,,0,,,,0,,,,0,1,,1,1
21,Unknown,monocot,,,,0,,,,0,,,,0,1,,1,1
21,Carex,sp.,,,,0,,,,0,,,,0,1,,2,1
21,Galium,sp.,,,,0,,,,0,,,,0,1,,2,1
21,Crataegus,sp.,,,,0,,,,0,,,,0,1,,2,1
22,Erythronium,americanum,4,2,2,1,2,2,2,1,1,,2,1,,4,2,1
22,Erigenia,bulbosa,3,,2,1,,2,2,1,,,,0,,,,0
22,ROSA,MULTIFLORA,3,4,4,1,3,4,4,1,2,,5,1,4,,3,1
22,Viola,sp.,3,3,3,1,3,,2,1,2,2,2,1,,4,4,1
22,Panicum,sp.,3,,2,1,4,,3,1,,2,2,1,,,,0
22,TARAXACUM,OFFICINALE,3,2,2,1,2,,2,1,,3,1,1,2,,1,1
22,Geum,sp.,3,2,2,1,3,,2,1,2,,2,1,2,3,2,1
22,Sanicula,sp.,3,,1,1,1,,2,1,,,,0,,,,0
22,Ranunculus,recurvatus,4,3,2,1,,,,0,,,,0,1,,2,1
22,Claytonia,virginica,2,,2,1,3,2,2,1,,,,0,3,,4,1
22,LIGUSTRUM,VULGARE,2,,2,1,1,,2,1,,,,0,1,,1,1
22,Cardamine,concatenata,2,2,2,1,2,3,3,1,2,,2,1,,4,2,1
22,Zizia,aptera,3,,2,1,1,,2,1,,,,0,,,,0
22,Galium,palustre,1,3,2,1,,,,0,,,,0,2,4,2,1
22,Cardamine,douglassii,2,,2,1,2,,2,1,2,,2,1,2,,2,1
22,Polemonium,reptans,2,,3,1,,2,3,1,,,,0,,2,2,1
22,Asteraceae,spp.,4,4,3,1,3,3,3,1,2,4,3,1,,4,3,1
22,Unknown,monocot,2,4,4,1,4,,4,1,2,4,4,1,3,4,5,1
22,Unknown,dicot,3,,2,1,4,,1,1,,,,0,,,,0
22,Cardamine,diphylla,,2,2,1,2,2,2,1,2,,2,1,,2,2,1
22,Moss,sp.,,2,2,1,2,,1,1,1,,3,1,1,,2,1
22,LYSIMACHIA,NUMMULARIA,,2,1,1,,,,0,,4,1,1,,,,0
22,Agrimonia,striata,1,,1,1,1,,1,1,,,,0,2,3,1,1
22,Mitella,diphylla,1,,1,1,,,,0,,,,0,,,,0
22,Allium,tricoccum,1,,1,1,1,,1,1,,,,0,,,,0
22,Allium,canadense,1,,2,1,2,2,2,1,2,4,2,1,,2,2,1
22,Sanguinaria,canadensis,1,,1,1,,2,1,1,1,,2,1,3,3,2,1
22,HEMEROCALLIS,FULVA,1,,1,1,2,,1,1,,,,0,2,,2,1
22,Cardamine,rhomboidea,1,,2,1,3,,2,1,,,,0,,,,0
22,Lysimachia,ciliata,,,,0,2,,2,1,,3,2,1,1,,2,1
22,Monarda,sp.,,,,0,2,,2,1,,,,0,,,,0
22,Tussilago,farfara,,,,0,1,,1,1,,,,0,,,,0
22,RANUNCULUS,REPENS,,,,0,1,,1,1,,,,0,,,,0
22,Geranium,maculatum,,,,0,1,,1,1,,,,0,,,,0
22,Polygonum,virginianum,,,,0,,,,0,2,,2,1,,,,0
22,Senecio,obovatus,1,,2,1,1,,2,1,1,,2,1,3,,4,1
22,Podophyllum,peltatum,,,,0,,,,0,1,,2,1,,,,0
22,Unknown,forb,,,,0,,,,0,1,,2,1,,,,0
22,Rumex,sp.,,,,0,,,,0,1,,1,1,,,,0
22,Carex,sp.,,,,0,,,,0,,,,0,3,,2,1
22,DAUCUS,CAROTA,,,,0,,,,0,,,,0,1,,1,1
23,Prunus,serotina,2,4,2,1,2,2,2,1,2,4,2,1,3,4,2,1
23,Moss,sp.,2,,2,1,2,3,2,1,3,,2,1,2,2,2,1
23,Maianthemum,canadense,,2,4,1,2,,2,1,,3,2,1,,2,3,1
23,Unknown,monocot,1,,2,1,2,,2,1,2,,3,1,3,3,4,1
23,Mitchella,repens,,,,0,3,,2,1,,,,0,,,,0
23,Polygonatum,pubescens,,,,0,2,,1,1,,,,0,2,,2,1
23,Acer,sp.,,,,0,2,2,2,1,,,,0,,,,0
23,Carex,sp.,,,,0,,2,2,1,3,,2,1,2,,2,1
23,TARAXACUM,OFFICINALE,,,,0,,2,1,1,2,,1,1,1,,1,1
23,Fagus,grandifolia,,,,0,1,,1,1,2,,2,1,,,,0
23,Panicum,sp.,,,,0,,,,0,3,,2,1,,,,0
23,Rubus,allegheniensis,,,,0,,,,0,2,,2,1,,2,4,1
23,Pinus,nigra,,,,0,,,,0,2,,2,1,4,,3,1
23,Podophyllum,peltatum,,,,0,,,,0,1,,2,1,4,,3,1
23,Ostrya,virginiana,,,,0,,,,0,1,,1,1,,2,1,1
23,Ulmus,sp.,,,,0,,,,0,,,,0,2,,1,1
23,Hedyotis,caerulea,,,,0,,,,0,,,,0,1,,2,1
23,Lamiaceae,spp.,,,,0,,,,0,,,,0,1,,2,1
23,Senecio,obovatus,,,,0,,,,0,,,,0,1,,1,1
23,Unknown,monocot,,,,0,,,,0,,,,0,1,,2,1
23,Carex,sp.,,,,0,,,,0,,,,0,1,,2,1
24,Moss,sp.,4,3,2,1,2,2,2,1,1,,2,1,,3,2,1
24,Prunus,serotina,3,2,3,1,4,3,3,1,3,3,2,1,3,3,2,1
24,Smilax,rotundifolia,3,3,4,1,3,3,4,1,4,3,3,1,3,3,4,1
24,Acer,rubrum,2,2,2,1,2,2,2,1,2,2,2,1,,2,2,1
24,Crataegus,sp.,2,,1,1,,,,0,,,,0,,,,0
24,Fraxinus,sp.,1,,1,1,1,,1,1,,,,0,,,,0
24,Vaccinium,pallidum,1,,2,1,,,,0,,,,0,,,,0
24,Quercus,sp.,,,,0,2,2,1,1,2,,1,1,,,,0
24,Amelanchier,sp.,,,,0,1,,2,1,,,,0,,,,0
24,Sassafras,albidum,,,,0,,,,0,,,,0,2,4,2,1
25,Prenanthes,sp.,3,,2,1,2,,2,1,2,,2,1,3,3,2,1
25,Acer,rubrum,3,,2,1,,3,2,1,3,2,2,1,,3,2,1
25,Unknown,monocot,3,2,2,1,,,,0,,,,0,1,,2,1
25,Moss,sp.,3,,3,1,,3,2,1,3,,2,1,,2,2,1
25,Prunus,serotina,2,3,2,1,2,3,2,1,2,,2,1,4,3,2,1
25,Liriodendron,tulipifera,2,,1,1,,2,1,1,,2,1,1,,2,1,1
25,Carex,sp.,3,,2,1,,,,0,1,,2,1,1,,2,1
25,Podophyllum,peltatum,,4,2,1,1,,2,1,,3,5,1,1,,2,1
25,Smilax,rotundifolia,,2,2,1,1,,4,1,,2,3,1,2,2,3,1
25,Vaccinium,pallidum,,2,2,1,,2,3,1,,2,2,1,2,2,3,1
25,Conopholis,americana,1,,3,1,3,2,2,1,3,,2,1,2,3,3,1
25,Mitchella,repens,1,,2,1,1,,2,1,1,,2,1,,4,2,1
25,Hamamelis,virginiana,2,,1,1,,,,0,,,,0,,,,0
25,Quercus,rubra,1,,1,1,,,,0,,,,0,,,,0
25,Vitis,sp.,,,,0,,3,1,1,1,,2,1,,,,0
25,Polygonatum,biflorum,,,,0,,2,2,1,2,,1,1,4,3,2,1
25,Pyrus,sp.,,,,0,,2,1,1,,,,0,,,,0
25,Aster,cordifolius,,,,0,,2,1,1,,,,0,,,,0
25,Amelanchier,sp.,,,,0,,2,1,1,,,,0,,,,0
25,Magnolia,acuminata,1,,1,1,1,,1,1,,,,0,1,,1,1
25,Viburnum,acerifolium,,,,0,1,,1,1,1,,1,1,,,,0
25,Crataegus,sp.,,,,0,1,,1,1,1,,1,1,4,2,1,1
25,Asteraceae,spp.,,,,0,,,,0,3,,1,1,,,,0
25,Acer,saccharum,,,,0,,,,0,,2,1,1,,,,0
25,Unknown,monocot,,,,0,,,,0,1,,1,1,,,,0
25,Carpinus,caroliniana,,,,0,,,,0,1,,2,1,,,,0
25,Carya,sp.,,,,0,,,,0,,,,0,2,,1,1
25,Sanicula,sp.,,,,0,,,,0,,,,0,1,,1,1
25,Geum,sp.,,,,0,,,,0,,,,0,1,,2,1
26,RANUNCULUS,REPENS,2,,2,1,2,2,3,1,2,2,4,1,3,3,3,1
26,Unknown,monocot,2,,2,1,3,,2,1,1,,2,1,1,,2,1
26,Cardamine,concatenata,2,3,4,1,2,2,4,1,2,2,3,1,3,4,4,1
26,Unknown,dicot,2,2,2,1,2,,2,1,2,,2,1,1,,2,1
26,Claytonia,virginica,2,3,5,1,3,2,4,1,2,3,3,1,4,3,4,1
26,Geranium,maculatum,2,2,5,1,2,2,3,1,2,,3,1,2,3,4,1
26,Geum,sp.,2,,2,1,2,,2,1,2,,2,1,2,,2,1
26,Galium,sp.,2,,1,1,,,,0,,,,0,,,,0
26,Floerkea,proserpinacoides,2,3,2,1,4,2,2,1,4,3,5,1,4,,3,1
26,Erythronium,americanum,2,3,3,1,3,3,2,1,2,2,2,1,2,4,4,1
26,Ranunculus,hispidus,2,3,2,1,2,2,2,1,2,,2,1,2,2,2,1
26,Cardamine,diphylla,2,3,4,1,3,3,4,1,2,,2,1,1,,3,1
26,Allium,tricoccum,2,3,6,1,2,4,6,1,2,2,6,1,2,3,7,1
26,Cardamine,douglassii,2,3,3,1,3,2,4,1,2,3,3,1,3,2,4,1
26,Acer,sp.,2,,2,1,,,,0,,,,0,1,,1,1
26,Dicentra,canadensis,2,3,3,1,1,,3,1,,2,5,1,2,2,5,1
26,Hydrophyllum,virginianum,2,4,3,1,2,2,3,1,1,,3,1,2,,3,1
26,Arisaema,triphyllum,2,,2,1,1,,2,1,1,,2,1,,2,1,1
26,Trillium,sp.,,2,3,1,,3,2,1,2,2,2,1,2,3,2,1
26,Euonymus,obovatus,,4,2,1,,2,2,1,2,2,2,1,2,3,2,1
26,Moss,sp.,,3,5,1,3,2,3,1,2,,4,1,2,,4,1
26,Sanguinaria,canadensis,,2,2,1,,,,0,,,,0,1,,2,1
26,Carex,plantaginea,1,,3,1,2,,2,1,,,,0,1,,1,1
26,Prunus,virginiana,1,,2,1,,2,1,1,,,,0,2,,2,1
26,Dicentra,cucullaria,1,,2,1,2,4,3,1,1,,3,1,,2,3,1
26,Polystichum,acrostichoides,1,,2,1,2,2,3,1,,2,3,1,2,2,3,1
26,Caulophyllum,thalictroides,1,,2,1,,4,3,1,,2,6,1,2,,4,1
26,Polygonatum,pubescens,1,,1,1,,,,0,2,,1,1,,2,2,1
26,Smilax,hispida,1,,1,1,,,,0,,,,0,,,,0
26,Viola,sp.,1,,1,1,2,,2,1,1,,1,1,1,,1,1
26,Trillium,grandiflorum,1,,2,1,,2,2,1,1,,3,1,2,,3,1
26,Cardamine,rhomboidea,1,,2,1,1,,2,1,,2,2,1,,2,2,1
26,Carex,sp.,1,,2,1,1,,2,1,,,,0,,,,0
26,Erigenia,bulbosa,,,,0,2,2,2,1,,,,0,2,,2,1
26,Anemone,quinquefolia,,,,0,,2,2,1,1,,2,1,2,,2,1
26,Isopyrum,biternatum,,,,0,,2,2,1,1,,2,1,,,,0
26,Trillium,sessile,,,,0,,,,0,2,,2,1,2,,2,1
26,Mitella,diphylla,,,,0,,,,0,2,,1,1,,,,0
26,Lindera,benzoin,,,,0,,,,0,2,,2,1,,,,0
26,Ribes,sp.,,,,0,,,,0,,3,2,1,1,,2,1
26,Polygonum,virginianum,,,,0,,,,0,,2,2,1,,,,0
26,Ulmus,sp.,,,,0,,,,0,,,,0,3,,1,1
26,Polygonatum,biflorum,,,,0,,,,0,,,,0,,2,1,1
26,Hepatica,acutiloba,,,,0,,,,0,,,,0,1,,2,1
26,Polemonium,reptans,,,,0,,,,0,,,,0,1,,2,1
27,Smilax,rotundifolia,3,,2,1,2,2,2,1,2,2,3,1,4,3,2,1
27,Prunus,serotina,2,4,2,1,2,2,2,1,,2,2,1,,2,2,1
27,Moss,sp.,,3,2,1,2,3,3,1,2,3,3,1,2,2,3,1
27,Magnolia,acuminata,,2,1,1,,,,0,,,,0,,,,0
27,Acer,rubrum,1,,2,1,,2,2,1,2,,2,1,2,4,2,1
27,Viburnum,acerifolium,1,,1,1,1,,1,1,,2,2,1,,2,2,1
27,Polygonatum,biflorum,1,,1,1,,,,0,1,,1,1,1,,1,1
27,Crataegus,sp.,,,,0,2,,2,1,1,,1,1,2,,2,1
27,Sassafras,albidum,,,,0,2,2,2,1,1,,2,1,1,,1,1
27,Carex,sp.,,,,0,,4,2,1,2,,3,1,4,,2,1
27,Podophyllum,peltatum,,,,0,,2,5,1,1,,3,1,,,,0
27,Unknown,monocot,,,,0,,2,2,1,2,,2,1,,,,0
27,Rubus,allegheniensis,,,,0,,2,2,1,1,,2,1,,,,0
27,Vaccinium,pallidum,,,,0,1,,2,1,,,,0,,,,0
27,Liriodendron,tulipifera,,,,0,1,,2,1,1,,1,1,2,,1,1
27,Conopholis,americana,,,,0,1,,1,1,,,,0,,2,2,1
27,Asteraceae,spp.,,,,0,,,,0,2,,2,1,,,,0
27,Polygonatum,pubescens,,,,0,,,,0,,2,2,1,,,,0
27,Vitis,sp.,,,,0,,,,0,1,,1,1,2,,1,1
27,Viola,sp.,,,,0,,,,0,1,,1,1,,,,0
27,Carex,laxiculmis,,,,0,,,,0,1,,1,1,3,,1,1
27,Maianthemum,racemosum,,,,0,,,,0,1,,1,1,,,,0
27,Prenanthes,sp.,,,,0,,,,0,,,,0,4,,2,1
27,Quercus,sp.,,,,0,,,,0,,,,0,1,,1,1
28,Prenanthes,sp.,3,4,6,1,3,4,5,1,4,4,5,1,1,,2,1
28,Fraxinus,sp.,3,4,4,1,3,4,2,1,4,4,5,1,4,3,6,1
28,Moss,sp.,3,4,2,1,1,,3,1,,,,0,1,,2,1
28,Hamamelis,virginiana,3,2,3,1,4,,2,1,,2,2,1,,2,2,1
28,Maianthemum,racemosum,2,3,2,1,3,2,2,1,2,,2,1,1,,1,1
28,Prunus,serotina,2,,2,1,1,,2,1,,,,0,,,,0
28,Arisaema,triphyllum,2,,2,1,2,,2,1,2,,2,1,1,,2,1
28,BERBERIS,THUNBERGII,,2,1,1,,,,0,,,,0,,,,0
28,RHAMNUS,FRANGULA,,2,1,1,3,,1,1,1,,1,1,,2,1,1
28,Carex,sp.,1,,2,1,3,2,3,1,1,,2,1,,,,0
28,Asteraceae,spp.,1,,1,1,1,,1,1,,,,0,,,,0
28,Vitis,sp.,1,,1,1,,4,1,1,,,,0,,,,0
28,Solidago,caesia,1,,2,1,1,,2,1,,3,2,1,,,,0
28,Crataegus,sp.,1,,1,1,2,,2,1,2,,2,1,,,,0
28,Viburnum,dentatum,1,,1,1,,,,0,,,,0,,,,0
28,Carex,sp.,1,,2,1,,2,2,1,3,,2,1,,,,0
28,ROSA,MULTIFLORA,1,,1,1,2,,2,1,,,,0,1,,2,1
28,Carex,sp.,,,,0,3,,2,1,2,2,2,1,,,,0
28,Acer,rubrum,,,,0,2,,2,1,,,,0,2,2,2,1
28,Geranium,maculatum,,,,0,2,,2,1,,,,0,,,,0
28,Polygonatum,biflorum,,,,0,2,2,2,1,1,,2,1,,,,0
28,Erythronium,americanum,,,,0,2,3,4,1,,,,0,,,,0
28,Carpinus,caroliniana,,,,0,,3,2,1,3,,2,1,,,,0
28,Leersia,virginica,,,,0,,2,4,1,,,,0,,,,0
28,Oxalis,stricta,,,,0,,2,2,1,,,,0,,,,0
28,Parthenocissus,quinquefolia,,,,0,1,,1,1,,,,0,,,,0
28,Carex,laxiculmis,,,,0,1,,2,1,,,,0,,,,0
28,Allium,canadense,,,,0,1,,2,1,,,,0,,,,0
28,Podophyllum,peltatum,,,,0,1,,2,1,,,,0,,,,0
28,Smilax,rotundifolia,,,,0,1,,1,1,,,,0,,,,0
28,Sassafras,albidum,,,,0,,,,0,1,,2,1,,,,0
28,Quercus,sp.,,,,0,,,,0,,,,0,1,,1,1
29,Acer,rubrum,4,,2,1,2,2,2,1,3,,2,1,1,,2,1
29,Prunus,serotina,3,2,2,1,2,,2,1,3,,2,1,2,,2,1
29,Carex,sp.,3,,2,1,,,,0,,,,0,,,,0
29,Moss,sp.,2,2,2,1,,2,2,1,4,2,2,1,3,,2,1
29,Smilax,rotundifolia,2,,3,1,2,,2,1,3,2,2,1,2,,2,1
29,Viburnum,acerifolium,2,,1,1,1,,1,1,1,,1,1,,,,0
29,Hamamelis,virginiana,,2,2,1,,,,0,,2,2,1,,,,0
29,Polygonatum,pubescens,1,,2,1,1,,2,1,,,,0,1,,2,1
29,Polygonatum,biflorum,1,,2,1,1,,2,1,,,,0,2,,2,1
29,Amelanchier,sp.,1,,2,1,,,,0,1,,1,1,,,,0
29,RHAMNUS,FRANGULA,,,,0,1,,1,1,,,,0,,,,0
