plot,genus,species,herb layer,herb y/n,a-cover,a-alpha,b-cover,b-alpha,c-cover,c-alpha,d-cover,d-alpha,res
6,CELASTRUS,ORBICULATUS,2,1,2,1,2,1,,0,,0,0
6,Aster,lateriflorus,2,1,2,1,2,1,,0,,0,0
6,Sanicula,gregaria,6,1,2,1,3,1,,0,,0,0
6,Equisetum,hyemale,2,1,2,1,2,1,,0,,0,0
6,Thalictrum,dasycarpum,3,1,2,1,2,1,,0,,0,0
6,Carya,sp.,2,1,1,1,2,1,,0,,0,0
6,Zizia,aurea,2,1,1,1,2,1,,0,,0,0
6,Vitis,riparia,2,1,1,1,2,1,,0,,0,0
6,Agrimonia,sp.,1,1,1,1,,0,,0,,0,0
6,Verbena,urticifolia,2,1,2,1,,0,,0,,0,0
6,Elymus,hystrix,3,1,2,1,2,1,,0,,0,0
6,Desmodium,glutinosum,2,1,1,1,2,1,,0,,0,0
6,Viola,sp.,3,1,2,1,2,1,,0,,0,0
6,Solidago,canadensis,2,1,3,1,,0,,0,,0,0
6,Ulmus,sp.,2,1,2,1,,0,,0,,0,0
6,Solidago,patula,2,1,1,1,2,1,,0,,0,0
6,Lycopus,sp.,2,1,2,1,,0,,0,,0,0
6,LONICERA,MORROWII,2,1,6,1,6,1,,0,,0,0
6,Scutellaria,lateriflora,2,1,2,1,,0,,0,,0,0
6,Cinna,arundinacea,2,1,2,1,,0,,0,,0,0
6,Ranunculus,hispidus,2,1,2,1,2,1,,0,,0,0
6,Bidens,sp.,1,1,1,1,,0,,0,,0,0
6,Elymus,villosus,2,1,2,1,2,1,,0,,0,0
6,TUSSILAGO,FARFARA,2,1,2,1,,0,,0,,0,0
6,Aster,cordifolius,2,1,2,1,2,1,,0,,0,0
6,Poaceae,sp.,1,1,1,1,,0,,0,,0,0
6,Unknown,dicot,1,1,1,1,,0,,0,,0,0
6,Rumex,sp.,1,1,1,1,,0,,0,,0,0
6,MICROSTEGIUM,VIMINEUM,2,1,2,1,,0,,0,,0,0
6,Solidago,flexicaulis,2,1,2,1,2,1,,0,,0,0
6,Ribes,cynosbati,2,1,1,1,2,1,,0,,0,0
6,Circaea,lutetiana,3,1,2,1,2,1,,0,,0,0
6,Eupatorium,rugosum,2,1,2,1,,0,,0,,0,0
6,Cornus,alternifolia,2,1,2,1,2,1,,0,,0,0
6,Euonymus,obovatus,2,1,1,1,2,1,,0,,0,0
6,Festuca,subverticillata,2,1,2,1,2,1,,0,,0,0
6,Oxalis,stricta,2,1,2,1,2,1,,0,,0,0
6,ALLIARIA,PETIOLATA,2,1,2,1,2,1,,0,,0,0
6,Polygonatum,biflorum,1,1,1,1,,0,,0,,0,0
6,Symplocarpus,foetidus,2,1,1,1,2,1,,0,,0,0
6,MYOSOTIS,SCORPIOIDES,2,1,2,1,2,1,,0,,0,0
6,Geum,sp.,2,1,2,1,,0,,0,,0,0
6,Allium,tricoccum,2,1,2,1,2,1,,0,,0,0
6,Fraxinus,pennsylvanica,2,1,4,1,3,1,,0,,0,0
6,Carex,amphibola,3,1,2,1,2,1,,0,,0,0
6,Crataegus,sp.,,0,4,1,,0,,0,,0,0
6,Polygonum,virginianum,2,1,2,1,2,1,,0,,0,0
6,Blephilia,hirsuta,2,1,2,1,,0,,0,,0,0
6,Smilax,hispida,2,1,2,1,4,1,,0,,0,0
6,Tilia,americana,2,1,2,1,2,1,,0,,0,0
6,Bromus,pubescens,2,1,2,1,2,1,,0,,0,0
6,Carya,cordiformis,2,1,1,1,2,1,,0,,0,0
6,Juglans,nigra,1,1,1,1,1,1,,0,,0,0
6,HESPERIS,MATRONALIS,1,1,1,1,,0,,0,,0,0
6,Lindera,benzoin,2,1,1,1,2,1,,0,,0,0
6,Lobelia,sp.,1,1,1,1,1,1,,0,,0,0
6,LIGUSTRUM,VULGARE,4,1,3,1,3,1,,0,,0,0
6,TARAXACUM,OFFICINALE,1,1,1,1,,0,,0,,0,0
6,Pilea,pumila,1,1,1,1,,0,,0,,0,0
6,Arisaema,dracontium,2,1,2,1,,0,,0,,0,0
6,Carpinus,caroliniana,2,1,2,1,2,1,,0,,0,0
6,ROSA,MULTIFLORA,4,1,4,1,2,1,,0,,0,0
6,Glyceria,striata,2,1,2,1,,0,,0,,0,0
6,Poaceae,sp.,2,1,2,1,2,1,,0,,0,0
6,Phalaris,arundinacea,2,1,2,1,,0,,0,,0,0
6,Rudbeckia,laciniata,2,1,2,1,,0,,0,,0,0
6,Carex,sp.,3,1,3,1,,0,,0,,0,0
6,CONIUM,MACULATUM,4,1,2,1,,0,,0,,0,0
6,Cornus,sp.,1,1,1,1,,0,,0,,0,0
6,LIGUSTRUM,VULGARE,2,1,,0,2,1,,0,,0,0
6,Caulophyllum,thalictroides,2,1,,0,2,1,,0,,0,0
6,Senecio,obovatus,1,1,,0,2,1,,0,,0,0
6,Rubus,pensylvanicus,2,1,,0,2,1,,0,,0,0
6,Erigeron,annuus,2,1,,0,2,1,,0,,0,0
6,Monarda,fistulosa,2,1,,0,2,1,,0,,0,0
6,Euonymus,atropurpureus,3,1,,0,4,1,,0,,0,0
6,Eupatorium,sp.,1,1,,0,1,1,,0,,0,0
6,Carex,sp.,1,1,,0,1,1,,0,,0,0
6,Agrimonia,pubescens,2,1,,0,2,1,,0,,0,0
6,Poaceae,sp.,2,1,,0,2,1,,0,,0,0
6,Arisaema,triphyllum,2,1,,0,2,1,,0,,0,0
6,Anemone,virginiana,2,1,,0,2,1,,0,,0,0
6,Lactuca,sp.,2,1,,0,2,1,,0,,0,0
6,Hamamelis,virginiana,1,1,,0,1,1,,0,,0,0
6,Podophyllum,peltatum,2,1,,0,2,1,,0,,0,0
6,Cystopteris,protrusa,2,1,,0,2,1,,0,,0,0
6,Viburnum,lentago,2,1,,0,2,1,,0,,0,0
6,PYRUS,MALUS,5,1,,0,4,1,,0,,0,0
6,Viburnum,dentatum,1,1,1,1,,0,,0,,0,0
7,Prunus,serotina,2,1,2,1,2,1,5,1,,0,0
7,Fraxinus,sp.,2,1,2,1,2,1,2,1,2,1,0
7,Fagus,grandifolia,2,1,7,1,2,1,,0,,0,0
7,Acer,rubrum,,0,2,1,2,1,4,1,,0,0
7,Podophyllum,peltatum,5,1,3,1,4,1,3,1,4,1,0
7,Carex,laxiculmis,1,1,1,1,,0,,0,,0,0
7,Quercus,sp.,2,1,1,1,2,1,1,1,,0,0
7,Fraxinus,pennsylvanica,2,1,3,1,4,1,3,1,4,1,0
7,Arisaema,triphyllum,2,1,2,1,2,1,2,1,2,1,0
7,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
7,Viburnum,acerifolium,2,1,2,1,2,1,,0,,0,0
7,Carex,swanii,2,1,2,1,2,1,2,1,2,1,0
7,Nyssa,sylvatica,2,1,7,1,4,1,3,1,2,1,0
7,Acer,sp.,2,1,1,1,2,1,,0,1,1,0
7,Toxicodendron,radicans,2,1,1,1,,0,,0,2,1,0
7,Viburnum,dentatum,2,1,1,1,1,1,,0,1,1,0
7,Thelypteris,noveboracensis,5,1,4,1,6,1,1,1,6,1,0
7,Carex,pensylvanica,2,1,2,1,,0,,0,,0,0
7,Smilax,rotundifolia,2,1,1,1,2,1,2,1,,0,0
7,Ulmus,sp.,1,1,1,1,,0,,0,,0,0
7,Solidago,caesia,2,1,2,1,,0,,0,,0,0
7,Carex,digitalis,2,1,2,1,2,1,,0,,0,0
7,Sassafras,albidum,2,1,1,1,1,1,2,1,,0,0
7,Pyrus,sp.,2,1,,0,1,1,1,1,1,1,0
7,Carya,sp.,2,1,,0,1,1,,0,1,1,0
7,Liriodendron,tulipifera,1,1,,0,1,1,,0,1,1,0
7,Maianthemum,racemosum,1,1,,0,1,1,,0,,0,0
7,Euonymus,obovatus,1,1,,0,1,1,,0,,0,0
7,Prenanthes,sp.,2,1,,0,2,1,,0,,0,0
7,Polygonatum,biflorum,2,1,,0,2,1,2,1,2,1,0
7,BERBERIS,THUNBERGII,2,1,,0,1,1,3,1,,0,0
7,Mitchella,repens,2,1,,0,2,1,,0,,0,0
7,Carpinus,caroliniana,2,1,,0,2,1,1,1,,0,0
7,Cornus,florida,1,1,,0,1,1,5,1,,0,0
7,Impatiens,sp.,2,1,,0,,0,2,1,,0,0
7,Rubus,hispidus,2,1,,0,,0,2,1,,0,0
7,Viola,sp.,2,1,,0,,0,2,1,2,1,0
7,LONICERA,MAACKII,1,1,,0,,0,1,1,,0,0
7,ROSA,MULTIFLORA,2,1,,0,,0,3,1,2,1,0
7,Potentilla,simplex,2,1,,0,,0,2,1,2,1,0
7,RHAMNUS,FRANGULA,1,1,,0,,0,1,1,,0,0
7,Lindera,benzoin,2,1,,0,,0,2,1,2,1,0
7,Carex,radiata,2,1,,0,,0,1,1,2,1,0
7,Parthenocissus,quinquefolia,2,1,,0,,0,1,1,,0,0
7,Circaea,lutetiana,2,1,,0,,0,2,1,,0,0
7,Ulmus,americana,,0,,0,,0,2,1,,0,0
7,Glyceria,striata,2,1,,0,,0,,0,2,1,0
7,Cinna,arundinacea,2,1,,0,,0,,0,1,1,0
7,Unknown,dicot,1,1,,0,,0,,0,1,1,0
7,Leersia,virginica,2,1,,0,,0,,0,,0,1
7,LIGUSTRUM,VULGARE,2,1,,0,,0,,0,,0,1
7,Crataegus,sp.,1,1,,0,,0,,0,,0,1
7,Unknown,dicot,2,1,,0,,0,,0,,0,1
7,Ranunculus,hispidus,1,1,,0,,0,,0,,0,1
7,Juncus,tenuis,2,1,,0,,0,,0,,0,1
7,Allium,canadense,2,1,,0,,0,,0,,0,1
7,Oxalis,stricta,1,1,,0,,0,,0,,0,1
7,Apocynum,sp.,1,1,,0,,0,,0,,0,1
7,LYSIMACHIA,NUMMULARIA,2,1,,0,,0,,0,,0,1
7,POA,TRIVIALIS,2,1,,0,,0,,0,,0,1
7,TARAXACUM,OFFICINALE,1,1,,0,,0,,0,,0,1
7,Carex,rosea,1,1,,0,,0,,0,,0,1
7,Carex,granularis,1,1,,0,,0,,0,,0,1
7,Scirpus,atrovirens,2,1,,0,,0,,0,,0,1
7,Danthonia,spicata,2,1,,0,,0,,0,,0,1
7,DACTYLIS,GLOMERATA,2,1,,0,,0,,0,,0,1
7,Carex,vulpinoidea,2,1,,0,,0,,0,,0,1
7,Unknown,dicot,2,1,,0,,0,,0,,0,1
7,Onoclea,sensibilis,2,1,,0,,0,,0,,0,1
7,Carex,debilis,2,1,,0,,0,,0,,0,1
8,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
8,Parthenocissus,quinquefolia,2,1,2,1,2,1,1,1,2,1,0
8,Quercus,sp.,2,1,1,1,2,1,,0,1,1,0
8,Prunus,serotina,2,1,2,1,2,1,,0,1,1,0
8,Dryopteris,carthusiana,2,1,2,1,2,1,2,1,2,1,0
8,Vitis,sp.,2,1,1,1,2,1,,0,,0,0
8,Dryopteris,intermedia,1,1,2,1,,0,,0,,0,0
8,Liriodendron,tulipifera,2,1,2,1,,0,,0,,0,0
8,Lindera,benzoin,2,1,2,1,2,1,2,1,,0,0
8,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
8,HEDERA,HELIX,1,1,1,1,,0,,0,,0,0
8,Arisaema,triphyllum,2,1,,0,2,1,2,1,2,1,0
8,Allium,tricoccum,2,1,,0,2,1,,0,,0,0
8,Eupatorium,rugosum,1,1,,0,1,1,,0,,0,0
8,Toxicodendron,radicans,1,1,,0,1,1,,0,,0,0
8,Fagus,grandifolia,2,1,,0,2,1,5,1,3,1,0
8,Viola,sp.,2,1,,0,2,1,,0,,0,0
8,Carya,cordiformis,2,1,,0,,0,2,1,2,1,0
8,Tsuga,canadensis,,0,,0,,0,5,1,,0,0
8,Prunus,virginiana,1,1,,0,,0,,0,1,1,0
8,Podophyllum,peltatum,2,1,,0,,0,,0,,0,1
8,Hamamelis,virginiana,2,1,,0,,0,,0,,0,1
9,Osmorhiza,claytonii,2,1,2,1,,0,,0,,0,0
9,Lindera,benzoin,2,1,2,1,,0,,0,2,1,0
9,Polygonum,virginianum,5,1,4,1,4,1,4,1,2,1,0
9,Viola,striata,2,1,3,1,2,1,,0,2,1,0
9,Cryptotaenia,canadensis,5,1,4,1,,0,2,1,6,1,0
9,Circaea,lutetiana,2,1,4,1,2,1,2,1,2,1,0
9,ALLIARIA,PETIOLATA,2,1,3,1,,0,,0,2,1,0
9,Euonymus,obovatus,1,1,2,1,,0,,0,,0,0
9,Ranunculus,hispidus,2,1,2,1,2,1,,0,2,1,0
9,Geum,canadense,2,1,3,1,2,1,2,1,2,1,0
9,Verbesina,alternifolia,3,1,7,1,5,1,6,1,8,1,0
9,Arisaema,triphyllum,2,1,2,1,,0,,0,2,1,0
9,Asimina,triloba,,0,7,1,,0,,0,4,1,0
9,Aster,lateriflorus,2,1,2,1,2,1,2,1,2,1,0
9,ROSA,MULTIFLORA,3,1,5,1,7,1,7,1,5,1,0
9,Elymus,virginicus,2,1,2,1,2,1,,0,2,1,0
9,Parthenocissus,quinquefolia,3,1,2,1,2,1,5,1,2,1,0
9,Sanicula,canadensis,2,1,2,1,2,1,1,1,2,1,0
9,Vitis,riparia,,0,2,1,3,1,1,1,,0,0
9,Acer,negundo,2,1,4,1,3,1,1,1,4,1,0
9,Acer,sp.,1,1,1,1,,0,1,1,1,1,0
9,Allium,tricoccum,2,1,2,1,,0,,0,,0,0
9,Eupatorium,rugosum,2,1,4,1,,0,,0,3,1,0
9,Rubus,occidentalis,2,1,2,1,2,1,2,1,2,1,0
9,Festuca,subverticillata,2,1,2,1,,0,,0,2,1,0
9,Fraxinus,sp.,2,1,1,1,1,1,,0,,0,0
9,Prunus,serotina,2,1,2,1,,0,2,1,,0,0
9,Crataegus,sp.,2,1,4,1,2,1,6,1,2,1,0
9,Carya,sp.,2,1,1,1,,0,2,1,,0,0
9,Toxicodendron,radicans,3,1,2,1,3,1,2,1,2,1,0
9,Poaceae,sp.,4,1,2,1,3,1,,0,3,1,0
9,Moss,sp.,2,1,2,1,2,1,2,1,2,1,0
9,Ribes,cynosbati,2,1,2,1,,0,,0,2,1,0
9,Lysimachia,ciliata,2,1,2,1,3,1,3,1,2,1,0
9,Galium,triflorum,2,1,2,1,2,1,2,1,2,1,0
9,TARAXACUM,OFFICINALE,2,1,2,1,2,1,2,1,2,1,0
9,Ulmus,sp.,2,1,1,1,1,1,1,1,1,1,0
9,Cornus,alternifolia,1,1,2,1,,0,,0,,0,0
9,Pyrus,sp.,2,1,1,1,,0,2,1,,0,0
9,Carex,amphibola,2,1,2,1,2,1,2,1,2,1,0
9,Prunus,virginiana,,0,2,1,,0,2,1,,0,0
9,LYSIMACHIA,NUMMULARIA,4,1,3,1,3,1,5,1,3,1,0
9,HESPERIS,MATRONALIS,2,1,2,1,,0,,0,2,1,0
9,Solidago,canadensis,2,1,2,1,,0,,0,2,1,0
9,Thalictrum,dasycarpum,2,1,2,1,2,1,2,1,,0,0
9,Ulmus,rubra,2,1,2,1,,0,,0,2,1,0
9,Aster,lanceolatus,2,1,2,1,2,1,2,1,,0,0
9,Pilea,pumila,2,1,2,1,,0,2,1,2,1,0
9,Oxalis,stricta,2,1,2,1,2,1,2,1,2,1,0
9,RANUNCULUS,ACRIS,2,1,2,1,1,1,,0,1,1,0
9,Leersia,virginica,2,1,2,1,2,1,2,1,2,1,0
9,Juncus,tenuis,2,1,3,1,2,1,2,1,2,1,0
9,Plantago,rugelii,2,1,2,1,2,1,2,1,2,1,0
9,TRIFOLIUM,REPENS,2,1,2,1,2,1,2,1,2,1,0
9,VERONICA,SERPYLLIFOLIA,2,1,2,1,2,1,2,1,,0,0
9,Carex,radiata,2,1,2,1,,0,,0,,0,0
9,POA,PRATENSIS,2,1,3,1,,0,2,1,2,1,0
9,Poaceae,sp.,2,1,2,1,2,1,2,1,2,1,0
9,CERASTIUM,VULGATUM,1,1,1,1,,0,,0,,0,0
9,DACTYLIS,GLOMERATA,2,1,2,1,,0,2,1,,0,0
9,Carya,cordiformis,2,1,2,1,2,1,3,1,1,1,0
9,Prunella,vulgaris,2,1,2,1,,0,2,1,2,1,0
9,LIGUSTRUM,VULGARE,2,1,,0,,0,,0,2,1,0
9,Allium,canadense,1,1,,0,1,1,,0,1,1,0
9,Impatiens,capensis,2,1,,0,2,1,,0,2,1,0
9,Solidago,gigantea,,0,,0,3,1,2,1,,0,0
9,Impatiens,pallida,2,1,,0,2,1,,0,,0,0
9,Calystegia,sepium,,0,,0,2,1,,0,,0,0
9,Clematis,virginiana,2,1,,0,3,1,2,1,,0,0
9,Carya,ovata,,0,,0,2,1,,0,,0,0
9,Fraxinus,pennsylvanica,2,1,,0,1,1,2,1,2,1,0
9,Rubus,pensylvanicus,2,1,,0,2,1,2,1,,0,0
9,Bidens,sp.,1,1,,0,1,1,,0,,0,0
9,Carex,sp.,2,1,,0,2,1,,0,,0,0
9,Arisaema,dracontium,1,1,,0,2,1,,0,,0,0
9,Cinna,arundinacea,2,1,,0,2,1,,0,,0,0
9,Dryopteris,carthusiana,2,1,,0,2,1,,0,,0,0
9,Agrimonia,parviflora,2,1,,0,3,1,2,1,,0,0
9,Cornus,racemosa,2,1,,0,,0,2,1,,0,0
9,Viburnum,dentatum,1,1,,0,,0,1,1,,0,0
9,Carex,sp.,1,1,,0,,0,1,1,,0,0
9,Viola,sp.,3,1,2,1,2,1,2,1,3,1,0
9,VIBURNUM,OPULUS,1,1,,0,,0,1,1,,0,0
9,Dryopteris,carthusiana,2,1,,0,,0,2,1,1,1,0
9,Elymus,virginicus,2,1,,0,,0,2,1,,0,0
9,Lactuca,sp.,2,1,,0,,0,2,1,,0,0
9,Erigeron,sp.,1,1,,0,,0,1,1,1,1,0
9,Heracleum,lanatum,2,1,,0,,0,2,1,,0,0
9,Smilax,hispida,2,1,,0,,0,,0,2,1,0
9,Elymus,hystrix,2,1,,0,,0,,0,,0,1
9,LONICERA,MORROWII,2,1,,0,,0,,0,,0,1
9,Actaea,alba,2,1,,0,,0,,0,,0,1
9,Hackelia,virginiana,2,1,,0,,0,,0,,0,1
9,Caulophyllum,thalictroides,2,1,,0,,0,,0,,0,1
9,Maianthemum,racemosum,1,1,,0,,0,,0,,0,1
9,Carex,lupulina,2,1,,0,,0,,0,,0,1
9,Clinopodium,vulgare,2,1,,0,,0,,0,,0,1
9,Carex,cristatella,2,1,,0,,0,,0,,0,1
9,Onoclea,sensibilis,2,1,,0,,0,,0,,0,1
9,Agrimonia,gryposepala,2,1,,0,,0,,0,,0,1
9,TORILIS,JAPONICA,1,1,,0,,0,,0,,0,1
9,Glyceria,striata,2,1,,0,,0,,0,,0,1
9,Juglans,nigra,,0,,0,,0,,0,,0,1
9,RHAMNUS,FRANGULA,2,1,,0,,0,,0,,0,1
9,Verbena,urticifolia,1,1,,0,,0,,0,,0,1
9,Polystichum,acrostichoides,2,1,,0,,0,,0,,0,1
9,Ranunculus,recurvatus,1,1,,0,,0,,0,,0,1
9,Rosa,setigera,,0,,0,3,1,,0,,0,0
9,Galium,asprellum,2,1,,0,,0,,0,,0,1
10,Arisaema,triphyllum,2,1,2,1,2,1,2,1,2,1,0
10,LIGUSTRUM,VULGARE,2,1,2,1,2,1,2,1,,0,0
10,ROSA,MULTIFLORA,2,1,2,1,2,1,2,1,,0,0
10,Unknown,dicot,1,1,,0,1,1,,0,,0,0
10,Acer,saccharum,,0,,0,4,1,,0,,0,0
10,Carya,cordiformis,1,1,,0,,0,1,1,,0,0
10,Liriodendron,tulipifera,2,1,,0,,0,1,1,,0,0
10,Fraxinus,sp.,2,1,,0,,0,,0,2,1,0
10,Pyrus,sp.,2,1,,0,,0,,0,,0,1
10,Circaea,lutetiana,2,1,,0,,0,,0,,0,1
10,LONICERA,MORROWII,2,1,,0,,0,,0,,0,1
10,Dryopteris,carthusiana,1,1,,0,,0,,0,,0,1
10,Parthenocissus,quinquefolia,2,1,,0,,0,,0,,0,1
10,Ulmus,americana,2,1,,0,,0,,0,,0,1
10,Toxicodendron,radicans,2,1,,0,,0,,0,,0,1
10,Moss,sp.,1,1,,0,,0,,0,,0,1
10,Prunus,serotina,1,1,,0,,0,,0,,0,1
10,VIBURNUM,OPULUS,1,1,,0,,0,,0,,0,1
10,ALLIARIA,PETIOLATA,1,1,,0,,0,,0,,0,1
10,Erechtites,hieracifolia,1,1,,0,,0,,0,,0,1
11,Acer,sp.,2,1,2,1,2,1,2,1,2,1,0
11,Parthenocissus,quinquefolia,2,1,2,1,2,1,2,1,2,1,0
11,Hamamelis,virginiana,1,1,1,1,,0,,0,,0,0
11,Polystichum,acrostichoides,6,1,4,1,4,1,4,1,4,1,0
11,Fraxinus,sp.,2,1,2,1,2,1,2,1,2,1,0
11,Moss,sp.,2,1,2,1,3,1,2,1,3,1,0
11,Galium,triflorum,2,1,2,1,2,1,2,1,2,1,0
11,Carex,sp.,2,1,2,1,2,1,,0,,0,0
11,Rubus,allegheniensis,2,1,2,1,2,1,2,1,2,1,0
11,ALLIARIA,PETIOLATA,2,1,2,1,2,1,,0,2,1,0
11,LONICERA,MAACKII,2,1,2,1,,0,,0,,0,0
11,Erechtites,hieracifolia,2,1,1,1,1,1,1,1,1,1,0
11,Vitis,sp.,2,1,1,1,2,1,1,1,2,1,0
11,Liriodendron,tulipifera,2,1,2,1,1,1,1,1,2,1,0
11,Acer,saccharum,,0,2,1,4,1,6,1,4,1,0
11,Toxicodendron,radicans,2,1,2,1,2,1,2,1,2,1,0
11,Allium,tricoccum,2,1,2,1,1,1,2,1,2,1,0
11,Quercus,sp.,2,1,1,1,1,1,1,1,1,1,0
11,Fagus,grandifolia,2,1,5,1,4,1,5,1,5,1,0
11,Prunus,serotina,2,1,1,1,1,1,2,1,2,1,0
11,Prenanthes,sp.,2,1,2,1,2,1,2,1,2,1,0
11,Carpinus,caroliniana,2,1,2,1,,0,2,1,2,1,0
11,Tiarella,cordifolia,1,1,1,1,,0,,0,,0,0
11,Poa,alsodes,2,1,1,1,,0,2,1,2,1,0
11,Carya,cordiformis,2,1,1,1,1,1,1,1,1,1,0
11,Viola,sp.,2,1,2,1,2,1,,0,2,1,0
11,Polygonatum,pubescens,1,1,1,1,2,1,,0,,0,0
11,Carex,radiata,2,1,1,1,2,1,2,1,2,1,0
11,Ulmus,sp.,2,1,1,1,1,1,1,1,1,1,0
11,Ranunculus,abortivus,1,1,1,1,,0,1,1,1,1,0
11,Carex,digitalis,2,1,2,1,2,1,2,1,2,1,0
